"Neighborhood","TotalUnits","LandSqFt","GrossSqFt","YearBuilt","TaxClass","SalePrice"
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",2800000
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",2800000
"UPPER EAST SIDE (59-79)  ",1,0,0,2006,"Class 2",2800000
"UPPER EAST SIDE (79-96)  ",0,0,0,1922,"Class 2",2800000
"UPPER EAST SIDE (79-96)  ",0,0,0,1929,"Class 2",2800000
"UPPER EAST SIDE (79-96)  ",0,0,0,1960,"Class 2",2800000
"UPPER WEST SIDE (79-96)  ",0,0,0,1926,"Class 2",2800000
"UPPER WEST SIDE (79-96)  ",0,0,0,1920,"Class 2",2800000
"UPPER WEST SIDE (79-96)  ",0,0,0,1940,"Class 2",2800000
"GRAMERCY                 ",1,0,0,2012,"Class 2",2800177
"CHELSEA                  ",1,0,0,1931,"Class 2",2800187
"UPPER WEST SIDE (79-96)  ",1,0,0,1926,"Class 2",2800187
"UPPER EAST SIDE (79-96)  ",1,0,0,1927,"Class 2",2800188
"CHELSEA                  ",1,0,0,0,"Class 2",2812500
"UPPER EAST SIDE (59-79)  ",0,0,0,1963,"Class 2",2815000
"UPPER EAST SIDE (79-96)  ",0,0,0,1929,"Class 2",2818750
"FLATIRON                 ",0,0,0,1911,"Class 2",2820000
"UPPER WEST SIDE (79-96)  ",1,0,0,2011,"Class 2",2822589
"CIVIC CENTER             ",1,0,0,1915,"Class 2",2825000
"CIVIC CENTER             ",1,0,0,1915,"Class 2",2825000
"HARLEM-UPPER             ",1,1419,4675,1926,"Class 1",2825000
"UPPER EAST SIDE (59-79)  ",1,0,0,1941,"Class 2",2825000
"MIDTOWN WEST             ",1,0,0,2005,"Class 2",2825643
"UPPER WEST SIDE (79-96)  ",1,0,0,1926,"Class 2",2825643
"CHELSEA                  ",1,0,0,2007,"Class 2",2830000
"HARLEM-CENTRAL           ",3,2018,4900,1901,"Class 1",2832500
"UPPER EAST SIDE (59-79)  ",0,0,0,1962,"Class 2",2837500
"UPPER EAST SIDE (59-79)  ",1,0,0,1985,"Class 2",2840917
"UPPER EAST SIDE (59-79)  ",0,0,0,1924,"Class 2",2841550
"GREENWICH VILLAGE-WEST   ",1,0,0,1920,"Class 2",2846008
"CIVIC CENTER             ",1,0,0,1895,"Class 2",2850000
"HARLEM-CENTRAL           ",2,1514,4260,1910,"Class 1",2850000
"LOWER EAST SIDE          ",1,0,0,1900,"Class 2",2850000
"MIDTOWN EAST             ",1,0,0,0,"Class 2",2850000
"SOHO                     ",1,0,0,0,"Class 2",2850000
"TRIBECA                  ",0,0,0,1920,"Class 2",2850000
"TRIBECA                  ",1,0,0,2006,"Class 2",2850000
"UPPER EAST SIDE (59-79)  ",0,0,0,1926,"Class 2",2850000
"UPPER EAST SIDE (59-79)  ",0,0,0,1959,"Class 2",2850000
"UPPER EAST SIDE (79-96)  ",0,0,0,1960,"Class 2",2850000
"UPPER EAST SIDE (79-96)  ",1,0,0,1981,"Class 2",2850000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2850000
"UPPER WEST SIDE (59-79)  ",0,0,0,1975,"Class 2",2850000
"UPPER WEST SIDE (79-96)  ",0,0,0,1987,"Class 2",2850000
"CHELSEA                  ",1,0,0,2012,"Class 2",2851100
"CHELSEA                  ",1,0,0,2012,"Class 2",2851100
"FLATIRON                 ",1,0,0,2008,"Class 2",2851100
"MIDTOWN WEST             ",1,0,0,0,"Class 2",2851100
"GREENWICH VILLAGE-WEST   ",1,0,0,1961,"Class 2",2855000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1961,"Class 2",2856000
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",2856191
"UPPER EAST SIDE (96-110) ",1,0,0,2008,"Class 2",2858482
"EAST VILLAGE             ",1,0,0,2007,"Class 2",2860000
"UPPER EAST SIDE (59-79)  ",1,0,0,1985,"Class 2",2861282
"MIDTOWN WEST             ",1,0,0,1978,"Class 2",2861500
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",2864337
"CIVIC CENTER             ",1,0,0,1931,"Class 2",2869428
"UPPER EAST SIDE (59-79)  ",1,0,0,1985,"Class 2",2871465
"GREENWICH VILLAGE-WEST   ",0,0,0,1900,"Class 2",2875000
"MIDTOWN EAST             ",0,0,0,1975,"Class 2",2875000
"TRIBECA                  ",1,0,0,2006,"Class 2",2875000
"UPPER EAST SIDE (59-79)  ",0,0,0,1959,"Class 2",2875000
"UPPER EAST SIDE (79-96)  ",0,0,0,1955,"Class 2",2875000
"UPPER EAST SIDE (79-96)  ",0,0,0,1923,"Class 2",2875000
"MURRAY HILL              ",0,0,0,1938,"Class 2",2876000
"UPPER WEST SIDE (79-96)  ",1,0,0,1926,"Class 2",2876556
"CHELSEA                  ",1,0,0,2005,"Class 2",2883200
"HARLEM-CENTRAL           ",3,3197,3894,1910,"Class 1",2888000
"TRIBECA                  ",0,0,0,1920,"Class 2",2890000
"UPPER EAST SIDE (59-79)  ",0,0,0,1929,"Class 2",2890008
"GREENWICH VILLAGE-CENTRAL",0,0,0,1895,"Class 2",2895000
"UPPER EAST SIDE (59-79)  ",0,0,0,1962,"Class 2",2895000
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",2896921
"UPPER EAST SIDE (59-79)  ",0,0,0,1940,"Class 2",2897500
"CHELSEA                  ",1,0,0,1875,"Class 2",2900000
"FLATIRON                 ",1,0,0,2012,"Class 2",2900000
"GRAMERCY                 ",0,0,0,1910,"Class 2",2900000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1900,"Class 2",2900000
"HARLEM-CENTRAL           ",3,1800,3756,1899,"Class 1",2900000
"LITTLE ITALY             ",1,0,0,1900,"Class 4",2900000
"MIDTOWN EAST             ",0,0,0,1975,"Class 2",2900000
"MIDTOWN EAST             ",1,0,0,0,"Class 2",2900000
"MIDTOWN WEST             ",1,0,0,2005,"Class 2",2900000
"UPPER EAST SIDE (59-79)  ",0,0,0,1922,"Class 2",2900000
"UPPER EAST SIDE (59-79)  ",1,0,0,1990,"Class 2",2900000
"UPPER EAST SIDE (79-96)  ",1,0,0,1981,"Class 2",2900000
"UPPER WEST SIDE (79-96)  ",0,0,0,1950,"Class 2",2900000
"UPPER WEST SIDE (79-96)  ",0,0,0,1928,"Class 2",2900000
"WASHINGTON HEIGHTS UPPER ",30,5035,17515,1915,"Class 2",2900000
"CIVIC CENTER             ",1,0,0,1910,"Class 2",2900005
"UPPER EAST SIDE (59-79)  ",0,0,0,1961,"Class 2",2900082
"CIVIC CENTER             ",1,0,0,1931,"Class 2",2902012
"FLATIRON                 ",1,0,0,2008,"Class 2",2902012
"LOWER EAST SIDE          ",1,0,0,0,"Class 2",2902012
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",2902012
"UPPER WEST SIDE (79-96)  ",1,0,0,1926,"Class 2",2902012
"UPPER EAST SIDE (96-110) ",1,0,0,0,"Class 2",2902625
"EAST VILLAGE             ",1,0,0,2012,"Class 2",2904012
"EAST VILLAGE             ",1,0,0,2012,"Class 2",2904998
"UPPER EAST SIDE (59-79)  ",1,0,0,2011,"Class 2",2907103
"CHELSEA                  ",1,0,0,1960,"Class 2",2908770
"UPPER WEST SIDE (79-96)  ",0,0,0,1923,"Class 2",2910000
"UPPER EAST SIDE (79-96)  ",0,0,0,1958,"Class 2",2915000
"GREENWICH VILLAGE-WEST   ",1,0,0,1920,"Class 2",2917286
"UPPER WEST SIDE (59-79)  ",1,0,0,2008,"Class 2",2920000
"UPPER WEST SIDE (79-96)  ",1,0,0,1913,"Class 2",2920000
"UPPER WEST SIDE (59-79)  ",0,0,0,1925,"Class 2",2921250
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",2922377
"CHELSEA                  ",1,0,0,2006,"Class 2",2925000
"CHELSEA                  ",1,0,0,0,"Class 2",2925000
"GREENWICH VILLAGE-WEST   ",1,0,0,0,"Class 2",2925000
"HARLEM-CENTRAL           ",1,0,0,1910,"Class 2",2925000
"UPPER EAST SIDE (59-79)  ",0,0,0,1907,"Class 2",2925000
"UPPER WEST SIDE (96-116) ",8,2018,7302,1920,"Class 2",2925000
"FINANCIAL                ",1,0,0,1914,"Class 2",2935000
"UPPER EAST SIDE (96-110) ",1,0,0,2008,"Class 2",2940706
"UPPER WEST SIDE (59-79)  ",1,0,0,2007,"Class 2",2946000
"UPPER EAST SIDE (59-79)  ",1,0,0,2003,"Class 2",2947833
"EAST VILLAGE             ",1,0,0,2012,"Class 2",2949833
"CHELSEA                  ",1,0,0,1929,"Class 2",2950000
"CIVIC CENTER             ",0,0,0,1915,"Class 2",2950000
"FLATIRON                 ",1,0,0,0,"Class 2",2950000
"GRAMERCY                 ",0,0,0,1956,"Class 2",2950000
"GREENWICH VILLAGE-CENTRAL",1,0,0,1988,"Class 2",2950000
"GREENWICH VILLAGE-WEST   ",0,0,0,1911,"Class 2",2950000
"HARLEM-CENTRAL           ",2,1615,3712,1899,"Class 1",2950000
"MIDTOWN WEST             ",1,0,0,0,"Class 2",2950000
"MURRAY HILL              ",1,0,0,2005,"Class 2",2950000
"SOHO                     ",0,0,0,1926,"Class 2",2950000
"UPPER EAST SIDE (59-79)  ",0,0,0,1924,"Class 2",2950000
"UPPER EAST SIDE (59-79)  ",0,0,0,1960,"Class 2",2950000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",2950000
"UPPER EAST SIDE (79-96)  ",0,0,0,1961,"Class 2",2950000
"UPPER EAST SIDE (96-110) ",1,0,0,0,"Class 2",2950000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2950000
"UPPER WEST SIDE (79-96)  ",0,0,0,1926,"Class 2",2950000
"FLATIRON                 ",1,0,0,2008,"Class 2",2952925
"GREENWICH VILLAGE-WEST   ",1,0,0,1920,"Class 2",2952925
"UPPER WEST SIDE (79-96)  ",1,0,0,1926,"Class 2",2952925
"CHELSEA                  ",0,0,0,1963,"Class 2",2955000
"CHELSEA                  ",0,0,0,1906,"Class 2",2962500
"UPPER EAST SIDE (59-79)  ",1,0,0,1985,"Class 2",2963107
"FLATIRON                 ",1,0,0,1906,"Class 2",2965000
"UPPER WEST SIDE (79-96)  ",14,1532,5537,1910,"Class 2",2965000
"UPPER EAST SIDE (79-96)  ",1,0,0,1927,"Class 2",2966423
"UPPER EAST SIDE (96-110) ",1,0,0,2008,"Class 2",2968198
"UPPER WEST SIDE (96-116) ",1,0,0,1930,"Class 2",2970000
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",2973290
"CHELSEA                  ",1,0,0,0,"Class 2",2975000
"GREENWICH VILLAGE-CENTRAL",1,0,0,1900,"Class 2",2975000
"UPPER WEST SIDE (59-79)  ",0,0,0,1929,"Class 2",2975000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2975000
"CHELSEA                  ",1,0,0,2012,"Class 2",2978381
"UPPER WEST SIDE (79-96)  ",1,0,0,1926,"Class 2",2978381
"UPPER WEST SIDE (79-96)  ",0,0,0,1920,"Class 2",2980000
"EAST VILLAGE             ",1,0,0,2012,"Class 2",2980381
"FINANCIAL                ",1,0,0,1982,"Class 2",2982393
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2990000
"GREENWICH VILLAGE-WEST   ",1,0,0,0,"Class 2",2995000
"MIDTOWN WEST             ",1,0,0,1978,"Class 2",2995000
"SOHO                     ",1,0,0,2005,"Class 2",2995000
"TRIBECA                  ",0,0,0,1920,"Class 2",2995000
"UPPER EAST SIDE (59-79)  ",0,0,0,1920,"Class 2",2995000
"UPPER EAST SIDE (59-79)  ",0,0,0,1949,"Class 2",2995000
"UPPER WEST SIDE (59-79)  ",0,0,0,1917,"Class 2",2995000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",2995000
"HARLEM-CENTRAL           ",2,1817,3600,1901,"Class 1",2999000
"CHELSEA                  ",1,0,0,2006,"Class 2",3e+06
"CHELSEA                  ",1,0,0,2006,"Class 2",3e+06
"CIVIC CENTER             ",1,0,0,1920,"Class 2",3e+06
"EAST VILLAGE             ",4,1000,3280,1900,"Class 2",3e+06
"FLATIRON                 ",1,0,0,0,"Class 2",3e+06
"GREENWICH VILLAGE-WEST   ",1,0,0,1920,"Class 2",3e+06
"GREENWICH VILLAGE-WEST   ",1,0,0,0,"Class 2",3e+06
"HARLEM-CENTRAL           ",9,1892,7490,1909,"Class 2",3e+06
"HARLEM-EAST              ",10,2523,9565,1930,"Class 2",3e+06
"HARLEM-UPPER             ",24,3750,15072,1910,"Class 2",3e+06
"LITTLE ITALY             ",0,0,0,1905,"Class 2",3e+06
"MIDTOWN EAST             ",1,0,0,1985,"Class 2",3e+06
"MIDTOWN WEST             ",1,0,0,0,"Class 2",3e+06
"MURRAY HILL              ",4,1646,3350,1900,"Class 2",3e+06
"SOHO                     ",0,0,0,1880,"Class 2",3e+06
"TRIBECA                  ",4,1269,4521,1915,"Class 2",3e+06
"TRIBECA                  ",1,0,0,1880,"Class 2",3e+06
"TRIBECA                  ",1,0,0,0,"Class 2",3e+06
"TRIBECA                  ",1,0,0,0,"Class 2",3e+06
"UPPER EAST SIDE (59-79)  ",0,0,0,1959,"Class 2",3e+06
"UPPER EAST SIDE (79-96)  ",0,0,0,1955,"Class 2",3e+06
"UPPER EAST SIDE (79-96)  ",0,0,0,1922,"Class 2",3e+06
"UPPER WEST SIDE (59-79)  ",0,0,0,1926,"Class 2",3e+06
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",3e+06
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",3e+06
"UPPER WEST SIDE (79-96)  ",0,0,0,1920,"Class 2",3e+06
"UPPER WEST SIDE (79-96)  ",0,0,0,1926,"Class 2",3e+06
"UPPER WEST SIDE (79-96)  ",1,0,0,1988,"Class 2",3e+06
"FLATIRON                 ",1,0,0,2008,"Class 4",3000300
"MIDTOWN WEST             ",1,0,0,2012,"Class 2",3003837
"UPPER WEST SIDE (79-96)  ",1,0,0,2011,"Class 2",3003837
"UPPER EAST SIDE (59-79)  ",0,0,0,0,"Class 2",3008000
"FINANCIAL                ",1,0,0,2007,"Class 2",3010000
"UPPER EAST SIDE (59-79)  ",1,0,0,1990,"Class 2",3010000
"UPPER WEST SIDE (79-96)  ",0,0,0,1926,"Class 2",3010000
"UPPER WEST SIDE (79-96)  ",0,0,0,1925,"Class 2",3012000
"TRIBECA                  ",1,0,0,0,"Class 2",3014020
"UPPER WEST SIDE (79-96)  ",0,0,0,1927,"Class 2",3015000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",3020000
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",3024202
"CHINATOWN                ",1,0,0,2007,"Class 2",3025000
"MIDTOWN EAST             ",1,0,0,0,"Class 2",3025000
"UPPER EAST SIDE (59-79)  ",18,2554,8938,1910,"Class 2",3028625
"SOHO                     ",1,0,0,2007,"Class 2",3030000
"UPPER EAST SIDE (59-79)  ",0,0,0,1917,"Class 2",3030000
"UPPER EAST SIDE (59-79)  ",1,0,0,1985,"Class 2",3030000
"TRIBECA                  ",1,0,0,2005,"Class 2",3032505
"UPPER EAST SIDE (59-79)  ",1,0,0,2011,"Class 2",3049658
"UPPER EAST SIDE (96-110) ",1,0,0,2008,"Class 2",3049658
"CHELSEA                  ",1,0,0,0,"Class 2",3050000
"GRAMERCY                 ",1,0,0,1987,"Class 2",3050000
"GREENWICH VILLAGE-WEST   ",0,0,0,1922,"Class 2",3050000
"GREENWICH VILLAGE-WEST   ",1,0,0,0,"Class 2",3050000
"GREENWICH VILLAGE-WEST   ",1,0,0,2007,"Class 2",3050000
"MIDTOWN CBD              ",1,0,0,0,"Class 2",3050000
"SOHO                     ",1,0,0,2004,"Class 2",3050000
"SOHO                     ",1,0,0,2003,"Class 2",3050000
"UPPER EAST SIDE (59-79)  ",0,0,0,1920,"Class 2",3050000
"UPPER EAST SIDE (59-79)  ",1,0,0,2006,"Class 2",3050000
"UPPER EAST SIDE (79-96)  ",0,0,0,1973,"Class 2",3050000
"UPPER EAST SIDE (79-96)  ",1,0,0,2003,"Class 2",3050000
"UPPER WEST SIDE (59-79)  ",1,0,0,1989,"Class 2",3050000
"UPPER WEST SIDE (59-79)  ",0,0,0,0,"Class 2",3050000
"UPPER WEST SIDE (59-79)  ",0,0,0,1965,"Class 2",3050000
"WASHINGTON HEIGHTS LOWER ",25,4996,17905,1907,"Class 2",3050000
"CIVIC CENTER             ",1,0,0,1924,"Class 2",3054750
"CIVIC CENTER             ",1,0,0,1924,"Class 2",3054750
"GREENWICH VILLAGE-WEST   ",1,0,0,1920,"Class 2",3054750
"GREENWICH VILLAGE-WEST   ",1,0,0,1920,"Class 2",3054750
"WASHINGTON HEIGHTS UPPER ",24,5250,18500,1915,"Class 2",3055000
"UPPER WEST SIDE (79-96)  ",0,0,0,1931,"Class 2",3060000
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",3075000
"UPPER WEST SIDE (59-79)  ",0,0,0,1926,"Class 2",3080000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",3080000
"GRAMERCY                 ",1,0,0,2012,"Class 2",3083939
"UPPER EAST SIDE (96-110) ",1,0,0,2008,"Class 2",3085598
"CHELSEA                  ",1,0,0,2012,"Class 2",3090388
"SOHO                     ",1,0,0,1900,"Class 2",3090750
"INWOOD                   ",20,4200,14490,1920,"Class 2",3093294
"GREENWICH VILLAGE-CENTRAL",1,0,0,0,"Class 2",3095000
"ALPHABET CITY            ",4,2084,2917,1900,"Class 2",3100000
"EAST VILLAGE             ",1,0,0,2007,"Class 2",3100000
"GREENWICH VILLAGE-WEST   ",1,0,0,2008,"Class 2",3100000
"HARLEM-UPPER             ",2,1898,4104,1920,"Class 1",3100000
"LITTLE ITALY             ",1,0,0,1926,"Class 2",3100000
"MIDTOWN CBD              ",0,0,0,0,"Class 2",3100000
"MIDTOWN EAST             ",1,0,0,0,"Class 2",3100000
"MIDTOWN WEST             ",1,0,0,0,"Class 2",3100000
"MIDTOWN WEST             ",1,0,0,1982,"Class 2",3100000
"SOHO                     ",1,0,0,2004,"Class 2",3100000
"SOHO                     ",1,0,0,2005,"Class 2",3100000
"TRIBECA                  ",0,0,0,1915,"Class 2",3100000
"TRIBECA                  ",1,0,0,1985,"Class 2",3100000
"UPPER EAST SIDE (59-79)  ",0,0,0,1932,"Class 2",3100000
"UPPER EAST SIDE (59-79)  ",1,0,0,2006,"Class 2",3100000
"UPPER EAST SIDE (59-79)  ",1,0,0,1999,"Class 2",3100000
"UPPER EAST SIDE (59-79)  ",1,0,0,1920,"Class 2",3100000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",3100000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",3100000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",3100000
"UPPER WEST SIDE (79-96)  ",0,0,0,1929,"Class 2",3100000
"UPPER WEST SIDE (79-96)  ",1,0,0,0,"Class 2",3100000
"WASHINGTON HEIGHTS UPPER ",0,0,0,1959,"Class 2",3100000
"LOWER EAST SIDE          ",1,0,0,1979,"Class 2",3104500
"UPPER WEST SIDE (79-96)  ",1,0,0,2011,"Class 2",3105662
"UPPER WEST SIDE (79-96)  ",1,0,0,2011,"Class 2",3105662
"CIVIC CENTER             ",1,0,0,1924,"Class 2",3105663
"SOHO                     ",0,0,0,1910,"Class 2",3110000
"MIDTOWN WEST             ",1,0,0,2009,"Class 4",3120555
"TRIBECA                  ",1,0,0,2005,"Class 2",3125000
"UPPER EAST SIDE (79-96)  ",0,0,0,1960,"Class 2",3125000
"UPPER EAST SIDE (79-96)  ",0,0,0,1928,"Class 2",3125000
"UPPER WEST SIDE (59-79)  ",1,0,0,1926,"Class 2",3125000
"FLATIRON                 ",1,0,0,1906,"Class 2",3130000
"TRIBECA                  ",0,0,0,1915,"Class 2",3130000
"UPPER EAST SIDE (79-96)  ",0,0,0,1928,"Class 2",3135000
"MIDTOWN EAST             ",1,0,0,1982,"Class 2",3137500
"UPPER EAST SIDE (79-96)  ",0,0,0,1901,"Class 2",3140000
"TRIBECA                  ",1,0,0,0,"Class 2",3145000
"UPPER WEST SIDE (79-96)  ",0,0,0,1913,"Class 2",3149907
"CHELSEA                  ",1,0,0,2005,"Class 2",3150000
"FLATIRON                 ",1,0,0,1906,"Class 2",3150000
"FLATIRON                 ",1,0,0,0,"Class 2",3150000
"FLATIRON                 ",1,0,0,0,"Class 2",3150000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1940,"Class 2",3150000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1964,"Class 2",3150000
"GREENWICH VILLAGE-WEST   ",1,0,0,0,"Class 2",3150000
"HARLEM-CENTRAL           ",16,3747,12787,1920,"Class 2",3150000
"MIDTOWN WEST             ",1,0,0,1930,"Class 2",3150000
"SOHO                     ",1,0,0,2008,"Class 2",3150000
"TRIBECA                  ",1,0,0,1931,"Class 2",3150000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",3150000
"UPPER EAST SIDE (59-79)  ",1,0,0,1987,"Class 2",3150000
"UPPER EAST SIDE (59-79)  ",1,0,0,2006,"Class 2",3150000
"UPPER EAST SIDE (79-96)  ",0,0,0,1960,"Class 2",3150000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",3150000
"UPPER WEST SIDE (79-96)  ",1,0,0,2011,"Class 2",3150000
"UPPER WEST SIDE (79-96)  ",1,0,0,0,"Class 2",3150000
"UPPER WEST SIDE (96-116) ",1,0,0,2005,"Class 2",3150000
"FLATIRON                 ",1,0,0,2008,"Class 2",3156575
"UPPER WEST SIDE (79-96)  ",1,0,0,2011,"Class 2",3156575
"UPPER EAST SIDE (96-110) ",1,0,0,1925,"Class 2",3170000
"MIDTOWN CBD              ",0,0,0,1929,"Class 2",3175000
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",3175000
"UPPER WEST SIDE (79-96)  ",0,0,0,1929,"Class 2",3175000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",3180000
"FLATIRON                 ",1,0,0,2008,"Class 2",3195000
"UPPER EAST SIDE (59-79)  ",1,0,0,1929,"Class 2",3195000
"UPPER WEST SIDE (59-79)  ",1,0,0,2007,"Class 2",3195000
"TRIBECA                  ",1,0,0,2006,"Class 2",3199000
"UPPER WEST SIDE (96-116) ",0,0,0,1913,"Class 2",3199000
"EAST VILLAGE             ",1,0,0,1920,"Class 2",3200000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1900,"Class 2",3200000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1922,"Class 2",3200000
"GREENWICH VILLAGE-CENTRAL",1,0,0,0,"Class 2",3200000
"GREENWICH VILLAGE-WEST   ",1,0,0,1910,"Class 2",3200000
"HARLEM-CENTRAL           ",5,2598,9800,1910,"Class 2",3200000
"HARLEM-EAST              ",0,4162,0,0,"Class 4",3200000
"HARLEM-UPPER             ",14,2500,11080,1926,"Class 2",3200000
"MIDTOWN EAST             ",1,0,0,0,"Class 2",3200000
"MIDTOWN WEST             ",0,0,0,1940,"Class 2",3200000
"MURRAY HILL              ",10,1233,3015,1920,"Class 2",3200000
"SOHO                     ",1,0,0,1999,"Class 2",3200000
"TRIBECA                  ",1,0,0,2006,"Class 2",3200000
"UPPER EAST SIDE (59-79)  ",0,0,0,1929,"Class 2",3200000
"UPPER EAST SIDE (59-79)  ",1,0,0,1928,"Class 2",3200000
"UPPER EAST SIDE (59-79)  ",1,0,0,1991,"Class 2",3200000
"UPPER EAST SIDE (59-79)  ",1,0,0,1991,"Class 2",3200000
"UPPER EAST SIDE (79-96)  ",0,0,0,1927,"Class 2",3200000
"UPPER EAST SIDE (79-96)  ",1,0,0,1974,"Class 2",3200000
"UPPER EAST SIDE (79-96)  ",1,0,0,1998,"Class 2",3200000
"UPPER WEST SIDE (59-79)  ",1,0,0,2007,"Class 2",3200000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",3200000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 4",3200000
"UPPER WEST SIDE (79-96)  ",0,0,0,1926,"Class 2",3200000
"UPPER WEST SIDE (79-96)  ",1,0,0,0,"Class 2",3200000
"WASHINGTON HEIGHTS LOWER ",24,4250,17754,1912,"Class 2",3200000
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",3207487
"UPPER EAST SIDE (96-110) ",1,0,0,1928,"Class 2",3207487
"CIVIC CENTER             ",1,0,0,1924,"Class 2",3207488
"MANHATTAN VALLEY         ",1,0,0,0,"Class 2",3210000
"UPPER EAST SIDE (79-96)  ",1,0,0,2008,"Class 2",3217500
"CHELSEA                  ",1,0,0,0,"Class 2",3220000
"UPPER EAST SIDE (79-96)  ",0,0,0,1927,"Class 2",3222000
"GREENWICH VILLAGE-CENTRAL",1,0,0,0,"Class 2",3223000
"GREENWICH VILLAGE-WEST   ",1,0,0,2007,"Class 2",3225000
"INWOOD                   ",25,5150,18575,1925,"Class 2",3225000
"UPPER EAST SIDE (59-79)  ",0,0,0,1929,"Class 2",3225000
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",3225000
"UPPER EAST SIDE (59-79)  ",1,0,0,2006,"Class 2",3225000
"UPPER WEST SIDE (59-79)  ",0,0,0,1926,"Class 2",3225000
"UPPER WEST SIDE (79-96)  ",5,1611,3570,1910,"Class 2",3225000
"MURRAY HILL              ",0,0,0,1913,"Class 2",3225105
"UPPER EAST SIDE (79-96)  ",0,0,0,1925,"Class 2",3230500
"GRAMERCY                 ",1,0,0,1909,"Class 2",3235000
"MIDTOWN WEST             ",1,0,0,1978,"Class 2",3245000
"CHELSEA                  ",1,0,0,2006,"Class 2",3250000
"CHELSEA                  ",0,0,0,1930,"Class 2",3250000
"CLINTON                  ",5,1205,3780,1910,"Class 2",3250000
"FLATIRON                 ",1,0,0,0,"Class 2",3250000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1900,"Class 2",3250000
"GREENWICH VILLAGE-CENTRAL",1,0,0,1900,"Class 2",3250000
"GREENWICH VILLAGE-CENTRAL",1,0,0,2006,"Class 2",3250000
"GREENWICH VILLAGE-WEST   ",1,0,0,0,"Class 2",3250000
"HARLEM-EAST              ",0,5046,0,0,"Class 4",3250000
"LOWER EAST SIDE          ",6,2100,5024,1910,"Class 2",3250000
"MIDTOWN WEST             ",0,0,0,1900,"Class 2",3250000
"MIDTOWN WEST             ",1,0,0,0,"Class 2",3250000
"SOHO                     ",1,0,0,2004,"Class 2",3250000
"SOHO                     ",1,0,0,1881,"Class 2",3250000
"SOHO                     ",1,0,0,0,"Class 2",3250000
"TRIBECA                  ",1,0,0,0,"Class 2",3250000
"UPPER EAST SIDE (59-79)  ",0,0,0,1960,"Class 2",3250000
"UPPER EAST SIDE (59-79)  ",0,0,0,1929,"Class 2",3250000
"UPPER EAST SIDE (59-79)  ",1,0,0,1991,"Class 2",3250000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",3250000
"UPPER EAST SIDE (79-96)  ",0,0,0,1973,"Class 2",3250000
"UPPER EAST SIDE (79-96)  ",0,0,0,1928,"Class 2",3250000
"UPPER EAST SIDE (79-96)  ",1,0,0,0,"Class 2",3250000
"UPPER WEST SIDE (59-79)  ",1,0,0,1989,"Class 2",3250000
"UPPER WEST SIDE (59-79)  ",1,0,0,2006,"Class 2",3250000
"UPPER WEST SIDE (79-96)  ",1,0,0,1900,"Class 1",3250000
"UPPER WEST SIDE (79-96)  ",0,0,0,1929,"Class 2",3250000
